uid,iid
33,1304
9520,1304
3619,1304
410,1304
8092,7959
18411,7959
10256,7959
17396,7959
21541,7959
1983,7959
18789,7959
13960,7959
8139,7959
2551,7959
2826,7959
3709,10135
22213,10135
4367,10135
17097,10135
10663,10135
11321,10135
5535,10135
21098,10135
3159,10135
1787,10135
12210,10135
2555,10135
19914,10135
20874,10135
11576,10135
13450,10135
21020,10135
18690,10135
15809,10135
15782,10135
3818,10135
13296,10135
16124,10135
21689,10135
13642,10135
3393,10135
15861,10135
2150,10135
19237,10135
3196,10135
6101,10135
22477,10135
4942,10135
11722,10135
21065,10135
13596,10135
7138,10135
22069,10135
1385,10135
14932,10135
10283,10135
10332,10135
15579,10135
19112,10135
17853,10135
16250,10135
17678,10135
13279,10135
14472,10135
7601,10135
14342,10135
2679,10135
6793,10135
15131,10135
3573,10135
1895,10135
18629,10135
13602,10135
16550,10135
17353,10135
4413,10135
16718,10135
21947,10135
6023,10135
2727,10135
12058,10135
12716,10135
21261,10135
5455,10135
20042,10135
7979,10135
16315,10135
8238,10135
13056,10135
14143,10135
6039,10135
13707,10135
6009,10135
20081,10135
19749,10135
20208,10135
11469,10135
1161,10135
12372,10135
7005,10135
586,10135
17326,10135
16474,10135
16568,10135
369,10135
3569,10135
353,10135
2777,10135
18165,10135
12018,10135
8966,10135
18107,10135
10150,10135
20832,10135
11321,3057
3630,3057
9860,3057
21559,3057
5493,3057
7150,3057
2173,3057
12194,3057
21145,3057
19237,3057
14932,3057
1764,3057
14456,3057
18648,3057
13355,3057
3220,3057
12290,3057
11045,3057
14036,3057
12940,3057
18154,3057
19293,3057
8238,3057
7101,3057
927,3057
3820,3057
8369,3057
17360,3057
20802,3057
13713,3057
9584,3057
8358,3057
8612,7023
21553,7023
19415,7023
16231,7023
16865,7023
16142,7023
10829,7023
22417,7023
15414,7023
2529,7023
18322,7023
6115,9982
10578,9982
21411,9982
6411,9982
8143,9982
15488,9982
2445,5256
3091,5256
12478,5256
22234,5256
10897,11490
4190,11490
395,11490
21646,11490
3003,11490
20512,11490
19620,11490
361,11490
10632,11490
18191,11490
10944,11490
19293,11490
8369,11490
21177,11490
4743,11490
21127,10551
8554,10551
20899,10551
5535,10551
5198,10551
14586,10551
11335,10551
20874,10551
13163,10551
4321,10551
2312,10551
10284,10551
10600,10551
13369,10551
4858,10551
7688,10551
9240,10551
10819,10551
14932,10551
7123,10551
9017,10551
13575,10551
12488,10551
9895,10551
10588,10551
11829,10551
18789,10551
15538,10551
18893,10551
1401,10551
7458,10551
3220,10551
4404,10551
13576,10551
2964,10551
16994,10551
7308,10551
5156,10551
20070,10551
9166,10551
16997,10551
12105,10551
12251,10551
2891,10551
4165,10551
5335,10551
12870,10551
11321,10143
11301,10143
18690,10143
14953,10143
13285,10143
4000,10143
12290,10143
10551,10143
11383,10143
8358,10143
935,10143
20952,7910
15905,7910
6757,7910
7296,7910
10897,7910
2038,7910
11540,7910
20785,7910
12544,7910
21150,7910
4190,7910
15624,7910
5171,7910
16124,7910
4306,7910
7183,7910
7864,7910
6013,7910
18988,7910
15368,7910
7138,7910
8170,7910
16136,7910
8166,7910
15883,7910
15002,7910
21541,7910
4586,7910
809,7910
21833,7910
11061,7910
9828,7910
17659,7910
17747,7910
119,7910
22361,7910
8433,7910
19694,7910
3685,7910
12437,7910
21641,7910
980,7910
5428,7910
5458,7910
20746,7910
8835,7910
22429,7910
21422,7910
14845,7910
7754,7910
21682,7910
606,7910
14223,7910
7215,7910
8191,7910
8358,7910
2842,7910
11522,5386
13908,5386
9578,5386
1401,5853
18377,9367
20847,9367
4334,9367
14446,9367
16387,9367
10994,9367
18412,1203
18853,1203
14011,1203
18690,1203
12953,1203
5834,1203
3710,1203
12330,1203
8433,1203
6761,1203
13700,1203
16008,1203
8369,1203
5198,7692
6990,7692
15434,7692
20860,7692
551,7692
16136,7692
4276,7692
13013,7692
19964,7692
8736,7692
4008,7692
15298,7692
3619,7692
21281,7446
5315,7446
19415,7446
5837,7446
7982,7446
15087,7446
14491,9014
20991,3279
21813,3279
7506,3279
2055,3279
17738,3279
7296,3279
10897,3279
2038,3279
7083,3279
10339,3279
19024,3279
11394,3279
15809,3279
2049,3279
11168,3279
19756,3279
9856,3279
21175,3279
1405,3279
19071,3279
13258,3279
6787,3279
22069,3279
16030,3279
16136,3279
5720,3279
16077,3279
20408,3279
11657,3279
10095,3279
8306,3279
11061,3279
1191,3279
2551,3279
8673,3279
15312,3279
11680,3279
8415,3279
3619,3279
5858,3279
3135,3279
16118,3279
19415,10660
22292,10660
22174,10660
12818,10660
720,10660
9764,10660
16142,10660
3422,10660
2804,10660
14342,10660
5383,10660
20394,10660
10438,10660
10363,10660
8215,10660
22482,10660
3876,5835
20512,5835
10776,7317
5168,531
10647,531
20845,531
2742,531
9034,531
16136,1156
21905,1156
15538,1156
13985,1156
4021,1156
15098,1156
18358,1174
20042,1174
18698,9669
18398,9669
581,9669
9770,9669
8816,9669
1953,9669
3442,9669
21655,3231
1676,3231
1314,4808
11563,4808
2440,4808
13239,4808
13786,4808
1866,361
7601,361
1620,361
17498,361
10121,2421
13378,2421
14472,3986
391,3986
3599,4229
19244,4229
15139,4229
20512,4229
22121,4229
4385,4229
1517,4229
5761,4229
15645,4229
6732,4229
1398,4229
22132,6008
12818,6008
9764,6008
12953,6008
3818,6008
10356,6008
5456,6008
16142,6008
2804,6008
13279,6008
7601,6008
22417,6008
5383,6008
20361,6008
19989,6008
8152,6008
15017,6008
1773,6008
1907,6008
10173,5711
18793,5711
9483,3451
539,3451
19716,3451
1307,3451
11321,6772
8762,6772
2455,6772
8433,6772
4343,11223
13824,11223
5198,11340
7183,11340
15218,11340
15579,11340
13469,11340
3355,11340
5006,11340
11302,11340
16773,11340
18818,11340
6597,11340
15265,7207
6543,7207
9011,7207
8209,7207
17458,7120
1885,7120
20021,7120
9253,7120
12541,7120
10555,7120
10931,7120
15093,7120
6625,7120
14989,7120
18358,7120
2173,7120
7153,7120
16124,7120
14748,7120
21175,7120
21145,7120
965,7120
1186,7120
3831,7120
1449,7120
8354,7120
7209,7120
7688,7120
14835,7120
15122,7120
2804,7120
7357,7120
7601,7120
7546,7120
18489,7120
13050,7120
14175,7120
8306,7120
3220,7120
6240,7120
5861,7120
14036,7120
20192,7120
18017,7120
22158,7120
16982,7120
10687,7120
6173,7120
8736,7120
20746,7120
14250,7120
1968,7120
13977,7120
20677,7120
20802,7120
13221,7120
20610,7120
9105,7120
18475,7120
8358,7120
9352,7120
17818,7120
15855,534
13488,534
11100,534
20785,534
13296,534
6539,534
11168,534
16579,534
15453,534
22311,534
20763,534
7871,534
2154,534
14932,534
18670,534
8708,534
1517,534
19501,534
15960,534
2416,534
18947,534
7220,534
18819,534
22361,534
18442,534
6009,534
5458,534
12775,534
17832,534
17201,534
14483,534
18216,534
15115,534
12618,534
17818,534
9639,10432
18442,10432
4639,10432
17240,10432
3323,10432
21108,503
21559,2280
14175,2280
20210,2280
11778,5366
1636,5366
9254,5898
17173,7734
15861,7734
1122,7734
4752,7734
2133,7734
3502,7734
6261,7734
7883,7734
21831,7734
7548,7734
21726,7734
2534,7734
14373,7734
18168,7734
20746,7734
2167,7734
8358,7734
6273,7734
4607,9238
18027,9238
8290,9238
21052,9238
2051,9238
5394,9238
13038,9238
9511,9238
12672,9238
4551,9238
13282,9238
18179,9238
10020,9238
17864,9238
19747,9238
13908,5876
20968,5876
8143,5876
10897,291
10461,10258
14962,10258
6442,10258
18706,6421
12837,6421
5889,6421
17275,6421
5535,6421
15223,6421
3084,6421
22102,6421
854,6421
18815,6421
5198,6421
12818,6421
13482,6421
11778,6421
1675,6421
5186,6421
262,6421
9933,6421
12953,6421
17132,6421
10067,6421
2173,6421
21145,6421
21375,6421
15135,6421
5608,6421
11048,6421
18988,6421
7138,6421
17845,6421
5456,6421
8189,6421
17268,6421
16142,6421
14932,6421
14424,6421
10979,6421
2068,6421
11727,6421
9466,6421
13279,6421
19477,6421
7546,6421
22417,6421
18135,6421
18376,6421
6799,6421
3944,6421
19277,6421
5981,6421
21671,6421
4156,6421
20361,6421
12584,6421
22049,6421
14036,6421
12530,6421
19293,6421
20182,6421
16294,6421
5457,6421
18714,6421
16592,6421
13707,6421
11948,6421
10746,6421
14095,6421
15422,6421
650,6421
22364,6421
1794,6421
13807,6421
17503,6421
7005,6421
16039,6421
4196,6421
4310,6421
15358,6421
10175,6421
12860,6421
22473,6421
4165,6421
22244,6421
6095,1115
13371,4061
16571,4061
20476,4061
15811,4061
10591,4061
21108,5595
14261,5595
22114,3970
11439,3970
15905,3970
3653,3970
16955,3970
8619,3970
20583,3970
2893,3970
11061,3970
9637,3970
6686,3970
17332,3970
17287,3970
1307,3970
14920,3970
21567,3970
2656,2515
19415,2515
1706,2515
720,2515
2068,2515
18179,2515
13720,1704
11413,1704
14931,1704
21937,1704
16136,1704
12604,1704
14015,1704
13814,1704
12830,1704
22154,1704
8891,1704
14782,1704
3922,1863
20757,1863
18643,1863
19745,1863
13821,1863
20860,5184
2135,5184
15724,5184
14261,703
7831,703
1800,703
17393,703
16398,4631
22,4631
8619,4631
16863,4631
18849,4631
17747,4631
850,4631
8673,4631
15645,4631
1307,4631
8369,4631
9884,4631
6597,4631
16382,7051
7863,7051
16779,7051
18706,6460
19415,6460
6504,6460
16279,6460
6420,6460
2173,6460
10049,6460
9630,6460
14424,6460
5443,6460
15977,6460
13279,6460
22121,6460
18376,6460
4642,6460
2060,6460
19870,6460
11910,6460
11262,6460
4879,6460
17503,6460
15358,6460
1643,6460
8358,6460
13633,9433
3678,9433
15370,9433
12986,9433
2055,9433
16564,9433
5168,9433
5198,9433
21284,9433
10717,9433
19936,9433
3818,9433
4321,9433
14073,9433
22356,9433
14951,9433
21656,9433
18273,9433
17104,9433
9254,9433
10977,9433
10819,9433
14424,9433
13279,9433
21885,9433
2868,9433
3296,9433
3606,9433
5073,9433
4718,9433
897,9433
1705,9433
6378,9433
7548,9433
15746,9433
17998,9433
20042,9433
15726,9433
2706,9433
18303,9433
20893,9433
12372,9433
16904,9433
14971,9433
15317,9433
16990,9433
17779,9433
4702,9433
9318,9433
11709,9433
17804,9433
10211,9433
7210,459
4791,459
7392,459
13294,459
9253,735
17617,735
3014,735
18952,735
18349,735
2055,6645
14194,6645
18412,6645
10897,6645
2686,6645
20860,6645
15861,6645
3919,6645
20396,6645
3015,6645
17747,6645
10551,6645
1307,6645
19415,6123
550,6123
854,6123
3840,6123
9764,6123
4190,6123
10356,6123
16881,6123
16142,6123
1862,6123
19428,6123
3582,6123
7123,6123
15976,6123
13279,6123
16755,6123
13127,6123
11910,6123
10691,6123
13558,6123
1968,6123
1794,6123
15727,6123
1907,6123
14926,6123
11321,10911
4529,10911
11153,10911
18412,10911
10437,10911
1119,10911
1449,10911
17862,10911
15190,10911
6781,10911
11182,10911
15789,10911
10914,10911
14982,4458
12135,4458
16844,4458
2317,8352
12953,8352
18413,3548
4165,3548
18375,1958
3301,1958
18783,1958
19035,1958
2055,5797
21553,5797
10897,5797
7962,5797
10851,5797
7051,5797
20847,5797
16067,5797
8619,5797
16567,5797
5892,5797
563,5797
13169,5797
2429,5797
2302,5797
21472,5797
2534,5797
18048,5797
1955,5797
11306,5797
15481,5797
1307,5797
9179,5797
17082,5797
5274,5797
896,5797
22114,475
2055,475
5168,475
18412,475
5198,475
9232,475
20860,475
15861,475
12213,475
3919,475
21483,475
6913,475
10776,475
16849,475
6723,475
15645,475
1307,475
13977,475
14485,475
21434,475
17979,10410
2055,10410
18966,10410
11008,10410
15265,10410
7601,10410
10451,10410
15538,10410
6171,10410
13985,10410
2801,10410
7294,10410
21193,10410
12372,10410
9201,423
11321,8377
8476,8377
13296,8377
5142,8377
11350,8377
8781,8377
2727,8377
18652,8377
11182,8377
6842,8377
6098,8377
7863,8377
4196,8377
10050,8377
9884,8377
22114,10265
10802,10265
10897,10265
18853,10265
16955,10265
4515,10265
11168,10265
21937,10265
9219,10265
4808,10265
6883,10265
16136,10265
14932,10265
13741,10265
4854,10265
13812,10265
4036,10265
11061,10265
16510,10265
2416,10265
4295,10265
18819,10265
6686,10265
12463,10265
5991,10265
11101,10265
17498,10265
990,10265
9520,10265
22225,10265
22404,10265
1529,10265
19068,10265
10897,10488
7021,10488
18977,11430
7831,11430
2341,11430
12552,11430
12818,1146
9670,1146
4313,1146
15017,1146
7473,5388
17617,5388
18510,5388
9223,5388
14036,5388
10994,5388
16578,6344
12657,6344
11310,6344
391,921
20306,825
5424,825
11302,825
8673,825
15642,825
4008,825
14011,1525
1918,1525
19871,1525
13444,1525
18861,1525
16973,1525
10025,1525
19415,3246
717,3246
11974,3246
21490,3246
17498,3246
11909,3246
4618,3246
2929,537
18706,537
12837,537
5535,537
12808,537
3084,537
22292,537
5198,537
12818,537
11778,537
1675,537
5186,537
12953,537
17132,537
1674,537
10067,537
16124,537
21145,537
21375,537
11048,537
12577,537
18988,537
5207,537
7138,537
17268,537
16142,537
14932,537
2157,537
14424,537
10979,537
2068,537
11727,537
13279,537
19477,537
7546,537
22417,537
11242,537
18376,537
19277,537
21671,537
4156,537
19989,537
22049,537
12716,537
14036,537
12530,537
19293,537
20182,537
16294,537
18714,537
16592,537
14095,537
15422,537
11132,537
650,537
21971,537
21520,537
17503,537
7005,537
16039,537
3173,537
15358,537
10175,537
12860,537
22473,537
11678,537
22244,537
1020,10344
1364,10344
3241,10344
19489,10344
8603,10344
1779,10344
7296,10344
10897,10344
5585,10344
21937,10344
13524,10344
14417,10344
14356,10344
16136,10344
4854,10344
10814,10344
13455,10344
19148,10344
1517,10344
996,10344
2386,10344
17985,10344
3625,10344
1307,10344
8726,10344
13766,10344
20899,9167
3084,9167
22400,9167
21065,9167
15595,9167
4539,9167
18156,9167
12078,9167
18629,9167
443,9167
14036,9167
11182,9167
19293,9167
6821,9167
16224,9167
3176,9167
19524,9167
7005,9167
4196,9167
18578,9167
18360,9167
8358,9167
985,9167
15188,9167
22244,9167
9314,1470
13052,1523
10521,1523
2344,1523
2666,1523
19558,1523
21126,1523
9360,1523
21098,1523
21021,1523
10614,1523
21068,1523
15861,1523
10820,1523
1183,1523
3551,1523
14231,1523
7812,1523
16510,1523
20291,1523
2727,1523
16982,1523
2685,1523
2249,1523
18087,1523
16574,1523
474,1523
1307,1523
164,1523
33,1523
6840,1523
8891,1523
3339,1523
21285,1523
511,1523
9862,1523
13052,7867
8616,7867
656,7867
4199,7867
18706,7867
12837,7867
5535,7867
15757,7867
14490,7867
3084,7867
22292,7867
2953,7867
854,7867
15978,7867
11778,7867
6366,7867
1675,7867
3662,7867
12953,7867
17132,7867
5318,7867
2173,7867
15596,7867
9449,7867
7138,7867
5456,7867
16142,7867
354,7867
14424,7867
2068,7867
3422,7867
9466,7867
2528,7867
12014,7867
13279,7867
7601,7867
3108,7867
20099,7867
22121,7867
22230,7867
22221,7867
3944,7867
10666,7867
20361,7867
12371,7867
1002,7867
14036,7867
4625,7867
12530,7867
19293,7867
20182,7867
2116,7867
11233,7867
13558,7867
16592,7867
13700,7867
16904,7867
15054,7867
13978,7867
650,7867
13306,7867
17503,7867
7005,7867
15156,7867
19253,7867
20473,7867
4196,7867
14726,7867
22473,7867
22090,7867
6347,7867
20424,7867
3375,1099
2317,1099
13616,1099
16639,1099
8553,1099
18690,1099
1314,1099
15868,1099
3465,1099
10877,1099
10283,1099
4848,1099
20512,1099
6352,1099
12470,1099
19709,1099
15602,1099
13297,1099
22438,120
10776,120
17173,8776
19199,8776
16809,8776
4045,8776
2038,8776
7083,8776
13020,8776
21924,8776
18690,8776
5627,8776
15134,8776
4515,8776
16366,8776
13717,8776
9148,8776
1487,8776
6787,8776
16136,8776
3142,8776
15518,8776
18849,8776
3407,8776
32,8776
809,8776
15538,8776
18073,8776
13061,8776
11430,8776
21273,8776
313,8776
9656,8776
980,8776
15312,8776
9179,8776
4563,8776
17594,8776
16426,8776
5198,7799
17140,7799
22244,7799
17190,11210
17979,11210
16487,11210
10897,11210
16976,11210
12544,11210
15434,11210
1560,11210
14125,11210
19326,11210
18312,11210
16136,11210
13741,11210
12009,11210
10367,11210
972,11210
21310,11210
15538,11210
13331,11210
15749,11210
8777,11210
16886,11210
2551,11210
8673,11210
12775,11210
19038,11210
8369,11210
9705,11210
9520,11210
8358,11210
8549,11210
5918,2065
20785,2065
2070,2065
7598,2065
6834,2065
1554,2065
18881,2065
16136,2065
4336,2065
21541,2065
15190,2065
6171,2065
4691,2065
11782,2065
2288,2065
15845,2065
17098,2065
14483,2065
17901,2065
19745,2065
2126,2065
17818,2065
10897,8311
18690,8311
22026,8311
10776,8311
1529,8311
12361,4820
9453,4820
21163,4820
2051,4820
13840,4820
1554,4820
2212,4820
8170,4820
21480,4820
4854,4820
1895,4820
10632,4820
12498,4820
10900,4820
20208,4820
21505,4820
14971,4820
4359,4820
12816,4820
10406,4820
9838,8389
17010,8389
1398,8389
2416,5117
18853,6962
2661,7044
8989,7044
1779,7044
3079,7044
2038,7044
11778,7044
10851,7044
5186,7044
8897,7044
10356,7044
4559,7044
15861,7044
8619,7044
14043,7044
17553,7044
22069,7044
19265,7044
14424,7044
1060,7044
22121,7044
8239,7044
19204,7044
14547,7044
6060,7044
8359,7044
16592,7044
21242,7044
11941,7044
5144,7044
12835,7044
4658,7044
15819,7044
6468,7044
10175,7044
7444,7044
19832,7044
9850,11432
1349,11432
21865,11432
20442,11432
19629,11432
21592,11432
22114,7869
19219,7869
3653,7869
18690,7869
15434,7869
20860,7869
21937,7869
14720,7869
16136,7869
563,7869
15319,7869
6686,7869
990,7869
16426,7869
21567,7869
1529,7869
11100,104
11941,104
15751,104
12000,104
4780,485
7875,485
19807,366
19415,366
15866,366
12818,366
772,366
20821,366
12953,366
3818,366
15327,366
11711,366
21145,366
380,366
3551,366
16556,366
1160,366
3582,366
11573,366
19510,366
18789,366
4547,366
4338,366
4625,366
21261,366
21389,366
18225,366
15312,366
13080,366
15655,366
3909,4387
5910,6704
21548,6704
14547,6704
2620,6704
11817,6704
21937,7485
15795,7485
5424,7485
17525,7485
12552,7485
16142,4215
22121,4215
7252,4215
22484,3815
6763,3815
5585,3815
15861,3815
20512,3815
22000,3815
14560,3815
13294,3815
16077,6205
8673,6205
19307,2536
3630,2536
16487,2536
17148,2536
10555,2536
1186,2536
8619,2536
21065,2536
14424,2536
13279,2536
22121,2536
13604,2536
18963,2536
14036,2536
4625,2536
18154,2536
21231,2536
11810,2536
17201,2536
17082,2536
13713,2536
21559,6283
2055,6283
22132,6283
21500,6283
14941,6283
16725,6283
13663,6283
426,6283
1186,6283
5831,6283
13279,6283
22121,6283
17725,6283
2727,6283
11430,6283
20081,6283
17201,6283
2891,6283
22473,6283
11722,6690
17499,6690
6015,6690
20998,6690
10417,6690
17600,6690
16544,6690
10172,9477
19924,9477
4983,9477
2055,9477
5168,9477
8341,9477
5198,9477
9329,9477
11540,9477
15434,9477
2049,9477
6463,9477
9956,9477
9036,9477
3853,9477
19416,9477
15578,9477
8619,9477
19071,9477
14328,9477
8762,9477
2043,9477
563,9477
20162,9477
4334,9477
10017,9477
9126,9477
22121,9477
8701,9477
140,9477
12395,9477
6442,9477
15060,9477
20253,9477
5073,9477
1150,9477
7301,9477
6015,9477
8628,9477
11024,9477
17335,9477
3355,9477
4981,9477
6009,9477
15845,9477
2551,9477
10445,9477
20187,9477
8673,9477
8736,9477
2665,9477
15312,9477
19688,9477
14880,9477
18591,9477
13977,9477
21567,9477
12424,9477
16808,9477
497,11400
5198,11400
14931,11400
4792,11400
1554,11400
21480,11400
13255,11400
12604,11400
17396,11400
9260,11400
15717,11400
7548,11400
21505,11400
22004,11400
3914,11400
1296,7707
453,7707
18853,7707
20916,7707
246,7707
15115,7707
5660,7975
16411,7975
21937,7975
2051,7975
17195,7975
21567,7975
14664,9646
6424,1141
8196,1141
9585,1141
5296,1141
7564,1141
16918,1141
4165,1141
21500,293
17934,293
21343,293
1230,293
3036,293
8369,293
16297,293
21632,4413
4826,4376
14962,4376
19063,4376
16136,4376
20418,4376
6274,4376
16214,2743
14031,2743
13872,2472
11161,2472
10020,2472
19949,2472
1020,1476
6484,1476
17517,1476
22114,1476
8326,1476
12393,1476
13005,1476
5168,1476
20506,1476
10555,1476
1844,1476
12916,1476
15809,1476
3501,1476
8431,1476
13635,1476
20211,1476
9813,1476
21992,1476
19183,1476
20396,1476
4117,1476
12975,1476
18372,1476
4858,1476
15301,1476
8619,1476
15202,1476
1554,1476
16301,1476
208,1476
21480,1476
16136,1476
4797,1476
2043,1476
8348,1476
14424,1476
7957,1476
7559,1476
1246,1476
7039,1476
15258,1476
2003,1476
10834,1476
8729,1476
14342,1476
9864,1476
14001,1476
621,1476
11054,1476
14560,1476
14583,1476
7548,1476
7821,1476
7220,1476
21844,1476
2442,1476
9291,1476
17643,1476
2551,1476
1161,1476
2254,1476
13681,1476
9568,1476
20003,1476
17339,1476
17864,1476
19408,1476
12902,1476
9189,1476
14584,1476
17146,1476
17189,1476
17905,1476
410,1476
14840,2979
4698,2979
17458,2979
5168,2979
19415,2979
10897,2979
12210,2979
17279,2979
12544,2979
5238,2979
16136,2979
19148,2979
13844,2979
9159,2979
11972,2979
7090,2979
20746,2979
12060,2979
11392,2979
10897,3569
10146,3569
20512,3569
9916,3569
1955,3569
2554,3569
19135,3569
9384,5629
7650,5629
15358,5629
4698,10843
3385,10843
7728,10843
20306,10843
22114,10843
10172,10843
7569,10843
12986,10843
2055,10843
10897,10843
14518,10843
14182,10843
5198,10843
2038,10843
321,10843
18472,10843
15782,10843
4515,10843
15434,10843
72,10843
2049,10843
15812,10843
173,10843
1222,10843
2631,10843
10356,10843
15861,10843
16507,10843
10820,10843
19416,10843
6412,10843
4117,10843
18372,10843
17382,10843
8619,10843
1203,10843
5451,10843
1554,10843
7376,10843
8762,10843
16136,10843
13741,10843
18505,10843
17063,10843
6848,10843
19216,10843
21519,10843
361,10843
17879,10843
621,10843
11061,10843
13061,10843
15832,10843
21016,10843
18479,10843
17747,10843
8962,10843
19940,10843
18819,10843
12463,10843
8433,10843
5378,10843
6039,10843
9467,10843
11810,10843
2551,10843
13430,10843
8673,10843
8736,10843
2665,10843
1623,10843
9326,10843
18945,10843
5000,10843
15993,10843
4861,10843
17326,10843
12251,10843
12742,10843
20857,10843
14920,10843
15298,10843
5721,10843
18943,10843
19081,10843
20739,10843
19359,10843
1833,10843
21290,10843
20306,7254
7156,7254
2055,7254
5198,7254
3203,7254
3653,7254
5098,7254
11008,7254
21175,7254
21932,7254
15861,7254
14963,7254
8762,7254
21480,7254
10632,7254
15144,7254
11061,7254
11300,7254
2727,7254
4972,7254
12655,7254
10453,7254
4382,7254
18247,7254
5156,7254
8369,7254
17326,7254
16544,7254
3442,7254
15747,7254
3006,7254
3368,7254
2712,7804
8666,7804
18765,7804
21163,7804
18849,7804
18327,7804
12145,7804
8369,7804
2058,7804
9492,4384
15068,4384
8438,4384
12210,4384
11168,4384
16124,4384
2051,4384
2421,4384
15524,4384
6883,4384
16136,4384
16077,4384
14424,4384
18953,4384
1781,4384
2416,4384
14560,4384
7653,4384
12265,4384
15137,4384
6723,4384
8834,4384
16008,4384
17901,4384
19402,4384
21567,4384
410,4384
19109,8556
20251,8556
17747,8556
14123,8556
1529,8556
18706,8707
12171,8707
9110,8707
5535,8707
13096,8707
19415,8707
17920,8707
22292,8707
9764,8707
18837,8707
14901,8707
11048,8707
21636,8707
13629,8707
7138,8707
12904,8707
16142,8707
5490,8707
13656,8707
19343,8707
13279,8707
7546,8707
22121,8707
1768,8707
10363,8707
7982,8707
16592,8707
4879,8707
16530,8707
20903,8707
3548,8707
12517,8707
4196,8707
2384,8707
4313,8707
12933,8707
12860,8707
4726,8707
7728,9239
22330,9239
13072,9239
8196,9239
12986,9239
12473,9239
8583,9239
2055,9239
22438,9239
18412,9239
13873,9239
887,9239
1844,9239
10470,9239
9118,9239
21536,9239
5290,9239
15305,9239
6463,9239
1520,9239
8877,9239
15861,9239
6524,9239
10820,9239
9282,9239
1183,9239
5330,9239
4858,9239
1554,9239
15868,9239
15895,9239
16136,9239
13812,9239
9126,9239
6765,9239
12448,9239
7546,9239
17869,9239
1194,9239
19870,9239
9549,9239
11061,9239
20221,9239
21016,9239
2727,9239
18565,9239
13239,9239
17747,9239
9637,9239
11473,9239
10255,9239
12463,9239
8179,9239
16275,9239
18876,9239
2801,9239
13711,9239
11101,9239
13796,9239
20208,9239
15645,9239
8369,9239
33,9239
6382,9239
3619,9239
9884,9239
6597,9239
2842,9239
22244,9239
16161,9239
21098,11191
11413,11191
3653,11191
21052,11191
2853,11191
6883,11191
16030,11191
12604,11191
10017,11191
9126,11191
17396,11191
16353,11191
20972,11191
19883,11191
15538,11191
12859,11191
5551,11191
22004,11191
20079,11191
18179,11191
4359,11191
1307,11191
8369,11191
19076,11191
12830,11191
18494,11191
13158,11191
21567,11191
4698,9922
9583,9922
4707,9922
14241,9922
16564,9922
5168,9922
21568,9922
2969,9922
5830,9922
7575,9922
5198,9922
12210,9922
5776,9922
7475,9922
2215,9922
4515,9922
173,9922
10289,9922
6350,9922
6787,9922
1554,9922
18994,9922
16136,9922
4848,9922
22043,9922
18505,9922
86,9922
7546,9922
10188,9922
11937,9922
11234,9922
361,9922
178,9922
22086,9922
10625,9922
8209,9922
16679,9922
5761,9922
2302,9922
11810,9922
392,9922
20733,9922
1307,9922
8369,9922
7494,9922
6597,9922
3473,9922
22244,9922
1164,5812
18412,10196
14011,10196
16955,10196
6126,10196
1307,10196
11607,6550
18853,6550
3653,6550
18690,6550
4559,6550
14057,6550
18871,6550
8369,6550
16223,6550
7422,9911
21326,9911
21155,9911
3752,9911
9696,9911
12517,9911
17127,10654
3653,10654
6229,4745
22400,4745
14136,4745
544,4745
21023,4745
22131,4745
10652,4745
19293,4745
16418,4745
21953,4745
12775,4745
15332,4745
14207,4831
12210,4831
14931,4831
11055,4831
8107,4831
15218,4831
19333,4831
5619,4831
6673,4831
6294,4831
4743,4831
2055,10926
5198,10926
942,10926
5290,10926
16067,10926
17382,10926
8619,10926
15925,10926
6404,10926
17059,10926
1307,10926
14865,10926
213,10926
6823,371
1554,371
1415,371
16029,371
15640,5079
14141,5079
8612,10803
10521,10803
6434,10803
14818,10803
10928,10803
5535,10803
5168,10803
20670,10803
12571,10803
4780,10803
18547,10803
12210,10803
720,10803
5121,10803
20874,10803
8873,10803
21175,10803
14827,10803
15135,10803
16191,10803
15533,10803
7209,10803
7688,10803
10440,10803
12253,10803
9908,10803
10838,10803
12307,10803
10895,10803
20972,10803
8665,10803
5302,10803
6686,10803
2864,10803
18786,10803
6136,10803
3435,10803
8855,10803
15892,10803
3585,10803
10157,10803
14483,10803
3173,10803
2174,10803
10955,10803
4074,10803
1418,10803
12383,10803
4618,10803
1956,10803
17818,10803
17256,5041
4169,5041
10880,5041
2055,5041
5168,5041
15406,5041
12210,5041
3653,5041
18690,5041
11394,5041
4725,5041
15039,5041
16124,5041
14901,5041
10845,5041
4223,5041
1554,5041
7688,5041
13255,5041
15122,5041
13722,5041
7584,5041
2868,5041
15538,5041
6792,5041
15058,5041
2416,5041
5296,5041
13184,5041
19293,5041
12117,5041
7875,5041
20108,5041
7848,5041
8369,5041
4771,5041
20424,5041
9901,5676
10088,5486
4834,5486
6,5486
325,5486
20330,5486
5383,5486
16063,5486
22272,5486
21380,5486
8736,5486
1292,5486
22114,1515
9904,1515
4033,1515
12275,1515
18596,1515
1992,1515
17738,1515
10897,1515
15980,1515
20301,1515
942,1515
16955,1515
14073,1515
3393,1515
21646,1515
18372,1515
499,1515
8619,1515
16301,1515
18994,1515
16136,1515
5490,1515
20595,1515
20987,1515
11788,1515
361,1515
11061,1515
6410,1515
8149,1515
11810,1515
11941,1515
12683,1515
